title,authors,year,doi,type,source,abstract,openalex_id,open_access
"Employee acceptance of digital transformation strategies: A paradox perspective","Sascha Klein, Patrick Spieth, Matthias Söllner","2024","https://doi.org/10.1111/jpim.12722","article","Journal of Product Innovation Management","Abstract Digital transformation (DT) strategies often aim at innovating an organization's business models (BMs) and developing digital innovations. However, most of the DT strategies fail or result only in incremental innovation. Research predominantly identified critical management capabilities for DT success, neglecting the role of employees, although employee support is vital for the successful implementation of DT strategies. We conceptualize employee acceptance of DT strategies and draw on paradox theory and organizational change literature to shed light on the antecedents of employee acceptance. Using survey‐based data from an incumbent introducing a DT strategy, we find empirical support that employees with a paradox mindset are likely to accept the DT strategy regardless of the expected scope of change, while a high scope of expected changes weakens the effect of a positive attitude toward change on acceptance. The findings contribute to understanding the micro‐level aspects of DT and extend research emphasizing top‐down management approaches in DT with an employee perspective. This study extends previous findings in innovation management that predominantly provide evidence on the acceptance of specific digital technologies and offer insights into the antecedents of DT strategy acceptance. We offer managers insights into how employees perceive DT strategies, which can help to leverage the potential of digital innovation.","https://openalex.org/W4390719491","yes"
"Drivers of digital transformation adoption: A weight and meta-analysis","Diego Rodrigues Cavalcanti, Tiago Oliveira, Fernando de Oliveira Santini","2022","https://doi.org/10.1016/j.heliyon.2022.e08911","article","Heliyon","The advent of the global pandemic has accelerated the growing need for product and service transformation, highlighting the emerging importance of technology and creating the opportunity to update the digital transformation (DT) domain through empirical-quantitative research. This weight and meta-analysis enabled the synthesis and integration of previous literature on the scope of individual DT adoption, evaluating the state of the art and filling a void on the subject. Athwart 88 studies and 99 datasets by international sources, our results demonstrate that attitude and satisfaction are relevant predictors of behavioral intentions and promising outcomes, including compatibility and personal innovativeness. Behavioral intentions, satisfaction, and habit are the best predictors for DT use. Usefulness and ease of use are critical for DT adoption intention and use, being moderated by individualism, as a cultural factor, human capital, and knowledge-technology, as innovation indicators. We present a conceptual model of promising and best predictors for future research on DT individual adoption.","https://openalex.org/W4226454937","yes"
"Complements or substitutes? A microfoundations perspective on the interplay between drivers of ambidexterity in SMEs","Alexander Zimmermann, Susan A. Hill, Julian Birkinshaw et al.","2019","https://doi.org/10.1016/j.lrp.2019.101927","article","Long Range Planning","","https://openalex.org/W2982017956","yes"
"Unraveling the capabilities that enable digital transformation: A data-driven methodology and the case of artificial intelligence","Mengjia Wu, Dilek Çetindamar, Chao Min et al.","2021","https://doi.org/10.1016/j.aei.2021.101368","article","Advanced Engineering Informatics","","https://openalex.org/W3193477576","yes"
"Strategic leaders' ecosystem vision formation and digital transformation: A motivated interactional lens","Emmanuelle Reuter, Steven W. Floyd","2023","https://doi.org/10.1002/sej.1493","article","Strategic Entrepreneurship Journal","Abstract Research Summary The question of why and how strategic leaders differ in the ecosystems they envision is central to firms' digital transformation. We unpack the cognitive microfoundations of how strategic leaders form their ecosystem vision —a mental model of a firm's multilateral complementarities with its partners to realize a value proposition. Our motivated interactional lens emphasizes the role of strategic leaders' cognitive motivation for shaping four interaction types with (prospective) partners: participatory, selective, collaborative, and reclusive. We theorize how these interactions shape the changes strategic leaders make in their mental models, and thus, to envision different levels and types of complementarities with (prospective) partners in the digital transformation. Our theory illuminates the roles of strategic leaders, their cognitive motivations, and social interactions in firms' ecosystem leadership. Managerial Summary Digital transformation is an ecosystem challenge for incumbent firms. As part of their ecosystem leadership, strategic leaders need to form a vision of how to complement their value offerings with (prospective) partners' offerings. This vision, in turn, can affect the types of ecosystems they enact. We develop a theoretical model that emphasizes the role of strategic leaders' cognitive motivation for the interactions they engage in with (prospective) partners and for the types of ecosystem visions they form as a result.","https://openalex.org/W4390269802","yes"
"Effects of digital transformation on firm performance: The role of IT capabilities and digital orientation","Virginia Barba‐Sánchez, Ángel Meseguer-Martínez, Ricardo Gouveia Rodrigues et al.","2024","https://doi.org/10.1016/j.heliyon.2024.e27725","article","Heliyon","Organisations undertake profound changes to fit in a rapidly evolving digital setting. However, although the IT capabilities of the organisational members play a critical role in this, the mechanism driving IT capabilities towards enhanced firm performance is not fully understood. A theoretical model to analyse the role of digital orientation and digital transformation in this relationship is introduced and tested on a set of 246 firms through the Partial Least Squares-Structural Equation Modeling method (PLS-SEM). This research contributes to the literature by introducing the social aspect to the study of technology management, delving also into the antecedents of digital transformation. Results confirm a positive effect of IT capabilities on firm performance through the development of a digital orientation and the digital transformation of the organisation.","https://openalex.org/W4392593874","yes"
"Chief Digital Officer and Organizational Creativity Toward Digitalization","Veronica Scuotto, Domitilla Magni, Theofilos Tzanidis et al.","2022","https://doi.org/10.1109/tem.2022.3153395","article","IEEE Transactions on Engineering Management","Through the microfoundation lens, this article explores how dynamic capabilities (DCs) of Chief Digital Officers (CDOs) trigger digitalization and organizational creativity of 2124 small to medium enterprises (SMEs) across 39 different European countries. As a result, the significant DCs are substantive and adaptive capabilities, which are offering new solutions, seizing new opportunities, and coping with changes. Besides, those two DCs also assume a mediator role in triggering organizational creativity within SMEs. In terms of theoretical and managerial implications, threefold contributions are provided: the first one offers a fresh study on the digital transformation context of SMEs through a microfoundation perspective; the second emphasizes the crucial role of CDOs as supported and remarked upon previous studies; and, then, the third one stresses out the importance of the individual leverage to generate creativity by the moderating role of DCs. By highlighting the originality of the research, since CDOs are seen to be the spark of unique ideas and innovations in the organization, further insights are proposed to position the need for conceptualizing new paths for developing technologies toward organizational creativity and humanity.","https://openalex.org/W4226048318","yes"
"CEOs' managerial cognition and dynamic capabilities: a meta-analytical study from the microfoundations approach","William Fernando Durán, David Aguado","2022","https://doi.org/10.1017/jmo.2022.24","article","Journal of Management & Organization","Abstract Microfoundations allow the unpacking of processes by which dynamic capabilities are created. Along this line, managerial cognition has been proposed as a variable related to the dynamic capabilities. However, the high number of cognitive variables reported hinders the theoretical contributions. Thus, this study classifies the managerial cognitive variables of chief executive officers (CEOs) into three types of dynamic managerial capabilities: (1) managerial sensing, (2) managerial seizing, and (3) managerial reconfiguration. We estimate the correlation of these managerial capabilities with firms' dynamic capabilities. We use a three-level random effects model to synthesize 101 correlations reported from 2007 to 2021, representing 6,153 CEOs around the world. This meta-analysis reveals a positive relationship between CEOs' managerial cognition and dynamic capabilities, especially with respect to those cognitive variables that support managerial sensing as the perception of opportunities and entrepreneurial alertness.","https://openalex.org/W4280647047","yes"
"Micro-foundations of digital innovation capability – A mixed method approach to develop and validate a multi-dimensional measurement instrument","Julia Kroh, Dietfried Globocnik, Carsten Schultz et al.","2023","https://doi.org/10.1016/j.techfore.2023.122942","article","Technological Forecasting and Social Change","Digital innovation refers to the creation or adoption value-adding novelty through the incorporation of digital technology. Digital innovation challenges established product-centric companies whose innovation management capabilities are insufficient to manage the reconfiguration and transformation necessary for digital innovation and technology. Recent research has introduced different concepts of for example, digital readiness, digitalization capabilities, and digital innovation readiness. However, these concepts have two shortcomings for use in practice and empirical research: most concepts are theoretical in nature, with limited empirically validated measures. As such, this study takes a dynamic capability view to synthesize prior literature on the organizational antecedents of digital innovation and develops a framework for the micro-foundations of digital innovation capability. By applying a mixed-method approach, existing concepts are extended through qualitative research and then translated into a multi-dimensional measurement instrument. This multi-item operationalization is then subjected to scale validation using quantitative research methods. The results show that a company's digital innovation capability is founded upon seven micro-foundations – digital focus, digital innovation process, digital mindset, digital innovation network, digital technology capability, data management, and overcoming digital innovation resistance – that facilitate established companies in sensing, seizing, and reconfiguring digital innovation.","https://openalex.org/W4388318344","yes"
"Managing the complexity of digital transformation—How multiple concurrent initiatives foster hybrid ambidexterity","Jan Jöhnk, Philipp Ollig, Patrick Rövekamp et al.","2022","https://doi.org/10.1007/s12525-021-00510-2","article","Electronic Markets","Abstract Incumbent companies are launching digital transformation initiatives (DTIs) to cope with technological changes, challenging competitive environments, increasing customer demands, and other digitalization challenges. The DTI spectrum is broad and covers structural and contextual changes. Companies often launch multiple. concurrent DTIs, resulting in considerable organizational complexity. However, there has been very little research into the successful management of the interplay between DTIs. Drawing on five management aspects (strategic alignment, governance, methods/IT, people, and culture) and insights from three case companies, we elucidate DTIs’ interplay, illustrating that beneficial DTI interplay management leads to a complementary duality instead of a competing dualism in organizational ambidexterity. We explicate that multiple concurrent DTIs can foster structural and contextual ambidexterity, which leads to hybrid ambidexterity, concluding that contextual ambidexterity coheres and balances exploration and exploitation efforts. Thereby, we contribute to a better understanding of DTIs, their interplay management, and their roles to foster hybrid ambidexterity.","https://openalex.org/W4214824091","yes"
"Microfoundations of innovation: A dynamic CEO capabilities perspective","Tim Heubeck, Reinhard Meckl","2023","https://doi.org/10.1002/mde.3866","article","Managerial and Decision Economics","Abstract Although sustainable competitive advantages in today's hypercompetitive economy call for strong management skills, the literature lacks a holistic understanding of the specific capabilities chief executive officers (CEOs) utilize to drive innovation. This article derives the dynamic CEO capabilities (DCCs) concept to examine whether CEOs' individual‐level DCCs facilitate firm‐level innovation and proposes that CEO power moderates this relationship. Results from a longitudinal sample of S&amp;P 900 manufacturing firms confirm that strong DCCs drive innovation. Further, powerful CEOs can exert a more significant influence on firms' innovativeness through their DCCs, yet this effect is contingent on the type of CEO power.","https://openalex.org/W4360617943","yes"
