title,authors,year,doi,type,source,abstract,openalex_id,open_access
"Role of Digital Transformation for Achieving Sustainability: Mediated Role of Stakeholders, Key Capabilities, and Technology","Rafael Martínez-Peláez, Alberto Ochoa-Brust, Solange Ivette Rivera Manrique et al.","2023","https://doi.org/10.3390/su151411221","article","Sustainability","Sustainability through digital transformation is essential for contemporary businesses. Embracing sustainability, micro-, small-, and medium-sized enterprises (MSMEs) can gain a competitive advantage, attracting customers and investors who share these values. Moreover, incorporating sustainable practices empowers MSMEs to drive innovation, reduce costs, and enhance their reputation. This study aims to identify how owners or senior managers of MSMEs can initiate a sustainable digital transformation project. A systematic literature review was carried out, including 59 publications from 2019 to 2023. As a result, this research identifies the first steps owners of MSMEs can take to begin the transition by identifying critical organizational capabilities necessary for successful transformation, explores the technologies that can support MSMEs in their sustainability goals, and emphasizes the significance of stakeholders in achieving a successful digital transformation journey. Firstly, owners or senior managers should change the organizational culture to support decisions and strategies focus on sustainability. Secondly, the leading role of stakeholders is in the innovation process that allows businesses to be more competitive locally and globally. Finally, big data is the technology that can provide the most significant benefit to MSMEs because it will enable analyzing data of all kinds and contributes disruptively to decision-making.","https://openalex.org/W4384828690","yes"
"Research on the Relationship between Digital Transformation and Performance of SMEs","Xiaoyan Teng, Zhong Wu, Feng Yang","2022","https://doi.org/10.3390/su14106012","article","Sustainability","Objective: Through an empirical analysis of the performance of SMEs undergoing digital transformation, this study attempts to identify the influencing factors that determine their sustainable development to provide reference for academic researchers and industrial decision makers. Method: This study first uses an interview method to investigate the impact of SMEs’ three main resources on digital transformation: digital technology, employee digital skills, and digital transformation strategy. Second, we assess the impact of digital transformation on financial performance. Using the structural equation model, 335 valid questionnaires were recovered through the questionnaire method, and the key factors were identified using SPSS and SPSSAU tools. Results: In the Chinese context, digital transformation affects SME performance, and the three resources mentioned above are positively correlated with SMEs’ digital transformation. Digital transformation is positively correlated with performance, and it is the mediator of the impact of digital transformation strategies on performance. Conclusion: For SMEs, focusing on investing in digital technologies, employee digital skills, and digital transformation strategies are three key factors that are beneficial for digital transformation, thus helping to improve performance and maintain their sustainable development.","https://openalex.org/W4280491396","yes"
"Tackling the digitalization challenge: how to benefit from digitalization in practice","Päivi Parviainen, Maarit Tihinen, Jukka Kääriäinen et al.","2022","https://doi.org/10.12821/ijispm050104","article","International journal of information systems and project management","Digitalization has been identified as one of the major trends changing society and business. Digitalization causes changes for companies due to the adoption of digital technologies in the organization or in the operation environment. This paper discusses digitalization from the viewpoint of diverse case studies carried out to collect data from several companies, and a literature study to complement the data. This paper describes the first version of the digital transformation model, derived from synthesis of these industrial cases, explaining a starting point for a systematic approach to tackle digital transformation. The model is aimed to help companies systematically handle the changes associated with digitalization. The model consists of four main steps, starting with positioning the company in digitalization and defining goals for the company, and then analyzing the company’s current state with respect to digitalization goals. Next, a roadmap for reaching the goals is defined and implemented in the company. These steps are iterative and can be repeated several times. Although company situations vary, these steps will help to systematically approach digitalization and to take the steps necessary to benefit from it.","https://openalex.org/W2914057887","yes"
"Digital transformation challenges: strategies emerging from a multi-stakeholder approach","Federico Brunetti, Dominik T. Matt, Angelo Bonfanti et al.","2020","https://doi.org/10.1108/tqm-12-2019-0309","article","The TQM Journal","Purpose This paper proposes adequate strategies that companies, public administrators and organisations in the education industry can undertake to successfully face the challenges of digital transformation in a regional innovation system. This research considers stakeholders that operate in the Tyrol–Veneto macroregion (the Tyrol, South Tyrol and Veneto areas), a significant case of moderately innovative European macroregion. Design/methodology/approach This study undertakes explorative research based on a qualitative method. It adopts a place-based multi-stakeholder approach to emphasise the role of three categories of stakeholders (companies, educational system and regional governments) in facing digital changes. More precisely, interviews with 60 stakeholders from the Tyrol–Veneto macroregion were conducted and examined via both text mining analysis and content analysis. First, correspondence factor analysis was performed using IRaMuTeQ software to identify homogeneous subsets of concepts (pillars–i.e., macroareas of strategic actions). Second, two coding phases were implemented using NVivo software to detect strategic fields of action and specific strategic actions undertaken to address the challenges of digital transformation. Findings The results highlight that digital transformation is a pervasive challenge of regional innovative system that requires a multifaceted set of strategic actions falling into three main pillars. The first pillar, named “culture and skills”, includes three strategic fields of action as follows: digital education, talents and digital culture. The second pillar, named “infrastructures and technologies”, points out the need of information, interaction and artificial intelligence as key strategic fields of action. The third pillar, named “ecosystems”, highlights the importance of investing in medium- to long-term visions, partnerships and life quality. In brief, this study shows that standalone interventions are insufficient to tackle digital transformation from a systemic perspective. Moreover, this study outlines the potential contribution of each category of stakeholder to foster the digitalisation of the Tyrol–Veneto macroregion. Practical implications This study highlights the importance of developing digital culture and skills before investing in digital infrastructure and technology in a moderately innovative macroregion. Companies should alter their vision before reconfiguring their business models, invest in smart working and establish contacts with start-ups. In addition, this study recommends that public administration should mainly invest in digital education and partnerships, while, in terms of education and training organisations, it suggests providing digital skills to several cohorts of both students and workers. Policy implications call for the creation of new occasions of cooperation among stakeholders by fostering “table talks” as strategic and policy actions and by making more financial resources available to encourage the digital transformation processes. Originality/value The results of this study may be adapted to the characteristics of other regional innovative systems and used as a reference point in terms of the improvement of business, market and local development.","https://openalex.org/W3018302807","yes"
"Exploring Human Resource Management Digital Transformation in the Digital Age","Jie Zhang, Zhisheng Chen","2023","https://doi.org/10.1007/s13132-023-01214-y","article","Journal of the Knowledge Economy","","https://openalex.org/W4362553048","yes"
"Digital transformation and the new logics of business process management","Abayomi Baiyere, Hannu Salmela, Tommi Tapanainen","2020","https://doi.org/10.1080/0960085x.2020.1718007","article","European Journal of Information Systems","Business process management (BPM) research emphasises three important logics – modelling (process), infrastructural alignment (infrastructure) and procedural actor (agency) logics. These logics capture the dominant ways of thinking in BPM, reflected in its assumptions, practices and values. While the three logics have proven useful in prior contexts, we argue that the applicability of these underlying assumptions in theorising BPM needs to be re-examined in the context of digital transformation. Based on an ethnographic study of BPM in a company undergoing digital transformation, we uncover tensions related to applying these prior logics that point to the need to update the underlying assumptions. Consequently, we propose new logics that we conceptualise as light touch processes (process), infrastructural flexibility (infrastructure) and mindful actors (agency). Our observations contribute to a rethinking of the dominant BPM logics by unpacking their dynamics in the context of digital transformation. Our study further highlight salient differences between digital transformation and IT-enabled organisational transformation contexts. We conclude by proposing new managerial approaches for BPM in digital transformation contexts.","https://openalex.org/W3007407474","yes"
"Sustainalism: An Integrated Socio-Economic-Environmental Model to Address Sustainable Development and Sustainability","N. P. Hariram, K.B. Mekha, Vipinraj Suganthan et al.","2023","https://doi.org/10.3390/su151310682","article","Sustainability","This paper delves into the multifaceted concept of sustainability, covering its evolution, laws, principles, as well as the different domains and challenges related to achieving it in the modern world. Although capitalism, socialism, and communism have been utilized throughout history, their strengths and drawbacks have failed to address sustainable development comprehensively. Therefore, a holistic approach is necessary, which forms the basis for a new development model called sustainalism. This study proposes a new socio-economic theory of sustainalism that prioritizes quality of life, social equity, culture, world peace, social justice, and well-being. This paper outlines the six principles of sustainalism and identifies sustainalists as individuals who embrace these new concepts. This study also explores how to attain sustainalism in the modern world through a sustainable revolution, representing a step toward a sustainable era. In conclusion, this paper summarizes the key points and emphasizes the need for a new approach to sustainalism in the broader sense. The insights provided are valuable for further research on sustainalism and sustainability.","https://openalex.org/W4383551991","yes"
"Impacts of digital transformation on eco-innovation and sustainable performance: Evidence from Chinese manufacturing companies","Jiawei Xu, Yubing Yu, Min Zhang et al.","2023","https://doi.org/10.1016/j.jclepro.2023.136278","article","Journal of Cleaner Production","","https://openalex.org/W4318824185","yes"
"Impact of Digital Transformation toward Sustainable Development","Mohammed Alojail, Surbhi Bhatia","2023","https://doi.org/10.3390/su152014697","article","Sustainability","The rapid advancements in digital technologies have prompted organizations to embrace digital transformations (DTs) in order to enhance efficiency, gain a competitive advantage, and achieve long-term sustainability objectives. However, the successful adoption of innovative digital technologies necessitates the careful consideration of various factors, such as stakeholder engagement, resource allocation, risk mitigation, and the availability of resources and implementation support. This study examines the sustainable adoption of innovative digital technologies (DTs) within digital transformations. The data for this study were collected from 760 stakeholders through a questionnaire survey and analyzed using SPSS software (Version 27). This study’s results underscore the significance of considering the efficiency of the transformation process and the long-term sustainability outcomes for organizations. The findings of the analysis clarify that integrating sustainability principles and DT has a positive impact on the effectiveness of the transformation, as indicated by environmental, social, and economic performance indicators. This study’s novelty lies in its focus on incorporating sustainability principles into the digital transformation process. The results of this study demonstrate that organizations’ long-term sustainability outcomes are enhanced when their digital transformation goals align with the Sustainable Development Goals (SDGs). The purpose of this study emphasizes the importance of arranging digital transformations with sustainable objectives to ensure the overall success and longevity of transformation efforts.","https://openalex.org/W4387495037","yes"
"Drivers of Digital Transformation in SMEs","Nessrine Omrani, Nada Rejeb, Adnane Maâlaoui et al.","2022","https://doi.org/10.1109/tem.2022.3215727","article","IEEE Transactions on Engineering Management","This study aims to identify and analyze factors determining the adoption of digital technologies in SMEs. Drawing on the technology–organization–environment framework, the study highlights enabling factors from three different contexts and hypothesizes their relationship with digital technology adoption. The data used were collected from 15 346 European Union and non-European Union SMEs to test an ordered logit regression model that highlights the factors associated with an increased level of digital technologies adoption in SMEs. The empirical results show that the technology context (IT infrastructure and digital tools) along with the existing level of innovation are the main drivers that act as stepping stones in digital technology adoption. Corporate regulation, available skills, and financial resources (as organizational variables) also play a significant role in the adoption decision. Unexpectedly, the influence of the environmental context is marginal. The implications of this study are emphasized for theory and practice, laying a foundation for further empirical studies in this field. <p xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><i>Managerial relevance statement:</i> This article reviews the empirical research on digital technologies adoption and examines the drivers of such adoption in SMEs. The factors identified provide guidance for practitioners adopting digital technologies in SMEs, by suggesting they assess the readiness of their firms before investing in digital technology. This research helps advance the conversation on digitalization drivers especially by bringing the discussion into the organization boundaries, as our findings highlight the predominance of organizational drivers over the technological and environmental ones. SMEs have to overcome the challenges associated with constructing an IT infrastructure capable of implementing new technologies. Indeed, while striving to adopt new digital technologies (e.g., AI, big data, IoT), many SMEs are still unprepared. Therefore, rather than adopting mimetic behaviors based on external pressure, SMEs that aim for digitalization should first assess their existing technologies, and further develop a meticulous technological roadmap that includes skills upgrades and investments in upskilling employees’ capabilities. Therefore, developing a fully integrated strategic approach is crucial before the adoption of digital technologies","https://openalex.org/W4312336239","yes"
"Navigating the confluence of artificial intelligence and education for sustainable development in the era of industry 4.0: Challenges, opportunities, and ethical dimensions","Ammar Abulibdeh, Esmat Zaidan, Rawan Abulibdeh","2024","https://doi.org/10.1016/j.jclepro.2023.140527","article","Journal of Cleaner Production","The emergence of Industry 4.0 marks a transformative era for businesses and industries, characterized by advanced technologies like automation, Internet of Things (IoT), artificial intelligence (AI), smart factories, and cyber-physical systems. This revolution promises significant advantages, including enhanced productivity, sustainable progress, and heightened resilience. However, the integration of Industry 4.0 is challenged by the need for a skilled workforce with expertise in areas such as information technology and data analytics. Higher education institutions (HEIs) play a vital role in equipping future professionals with these skills, necessitating curriculum updates and infrastructure enhancements. Simultaneously, the importance of education for sustainable development (ESD) has been underscored by global initiatives like the Sustainable Development Goals (SDGs). ESD instills a sense of responsibility for economic, ecological, and equitable well-being. As digital technologies blur the lines between industries, education faces the challenge of adapting to evolving demands. The integration of AI tools in education has emerged as a catalyst for reshaping learning experiences, fostering innovation, and preparing individuals for the digital age. AI chatbots such as ChatGPT have garnered widespread attention and possess the potential to revolutionize various aspects of education. However, their integration raises ethical concerns, necessitates curriculum redesign, requires strategies for continuous learning, and demands alignment with industry standards. While the potential of AI integration in education is promising, there is a notable gap in the existing literature when it comes to exploring the ethical implications, the influence of AI on ESD, the impact on the structure of Blooms Taxonomy, collaboration between academia and industry, strategies for continuous learning, and the effective integration of AI tools for personalized learning. This paper aims to critically examine the integration of AI tools, with a specific emphasis on ChatGPT, in education within the context of ESD. It delves into the transformative potential, ethical considerations, imperatives for continuous learning, and the role of industry partnerships. By providing insights and strategies, this paper contributes to the ongoing discussion about the evolving nature of education in a technologically driven world, equipping academic institutions to navigate the complexities and opportunities associated with AI integration in education more effectively.","https://openalex.org/W4390583258","yes"
"Dynamic capabilities for digital transformation","Daniel Ellström, Johan Holtström, Emma Berg et al.","2021","https://doi.org/10.1108/jsma-04-2021-0089","article","Journal of strategy and management","Purpose The purpose of this paper is to identify sensing, seizing and reconfiguring routines of dynamic capabilities that enable digital transformation in firms. Design/methodology/approach A qualitative approach is used. Representatives from a firm going through digital transformations are interviewed, and focus groups have been carried out with a consultancy firm experienced in giving advice to firms going through digital transformation. Findings Six routines identified as relevant specifically for digital transformation are identified. These are cross-industrial digital sensing, inside-out digital infrastructure sensing, digital strategy development, determination of enterprise boundaries, decomposition of digital transformation into specified projects and creation of a unified digital infrastructure. Practical implications The authors provide direction for managers on how to approach digital transformation. In relation to previous research, the authors provide more specific guidance regarding how to reconfigure the organization in digital transformation. Originality/value The paper uses a novel context for digital transformation and complements the very few studies available using dynamic capabilities to understand digital transformation.","https://openalex.org/W3200207128","yes"
"Industry 4.0 technologies assessment: A sustainability perspective","Chunguang Bai, Patrick Dallasega, Guido Orzes et al.","2020","https://doi.org/10.1016/j.ijpe.2020.107776","article","International Journal of Production Economics","The fourth industrial revolution, also labelled Industry 4.0, was beget with emergent and disruptive intelligence and information technologies. These new technologies are enabling ever-higher levels of production efficiencies. They also have the potential to dramatically influence social and environmental sustainable development. Organizations need to consider Industry 4.0 technologies contribution to sustainability. Sufficient guidance, in this respect, is lacking in the scholarly or practitioner literature. In this study, we further examine Industry 4.0 technologies in terms of application and sustainability implications. We introduce a measures framework for sustainability based on the United Nations Sustainable Development Goals; incorporating various economic, environmental and social attributes. We also develop a hybrid multi-situation decision method integrating hesitant fuzzy set, cumulative prospect theory and VIKOR. This method can effectively evaluate Industry 4.0 technologies based on their sustainable performance and application. We apply the method using secondary case information from a report of the World Economic Forum. The results show that mobile technology has the greatest impact on sustainability in all industries, and nanotechnology, mobile technology, simulation and drones have the highest impact on sustainability in the automotive, electronics, food and beverage, and textile, apparel and footwear industries, respectively. Our recommendation is to take advantage of Industry 4.0 technology adoption to improve sustainability impact but each technology needs to be carefully evaluated as specific technology will variably influence industry and sustainability dimensions. Investment in such technologies should consider appropriate priority investment and championing.","https://openalex.org/W3020855431","yes"
"Work Flexibility, Job Satisfaction, and Job Performance among Romanian Employees—Implications for Sustainable Human Resource Management","Adriana AnaMaria Davidescu, Simona Andreea Apostu, Andreea Paul et al.","2020","https://doi.org/10.3390/su12156086","article","Sustainability","In light of future work challenges, actual human resource management (HRM) needs to be redesigned, including long-term development, regeneration, and renewal of human resources, passing from consuming to developing human resources by incorporating the concept of sustainability. Thus, sustainable HRM is seen as an extension of strategic human resources, presenting a new approach to human resource management. The labor market is constantly changing, atypical work acquiring a significant relevance, especially in these current times of coronavirus crisis restrictions. In Romania, promoting the law of teleworking transformed labor flexibility into a topic of interest, and became an increasingly vital requirement for employment and a motivating factor for Romanian employees. In such a context, this paper aims to investigate the link between employee development and worktime and workspace flexibility as relevant characteristics of sustainable HRM, job satisfaction and job performance among Romanian employees in order to identify how to redesign HRM in the face of “future work” challenges. Additionally, the paper aims to examine the impact of different types of flexibility—contractual, functional, working time, and workspace flexibility—in order to highlight the relevance of employee development and employee flexibility as important aspects of sustainable HRM in increasing the overall level of employee job satisfaction. In order to make this possible, an “employee flexibility composite indicator,” which takes into account different types of flexibility, has been developed using feedback from Romanian employees, which was gathered by a national representative survey using multiple correspondence analysis. Furthermore, the impact of both individual and employee flexibility on overall level of job satisfaction has been quantified using binary logistic regression models. Within the research, there is a particular focus on the impact of new types of workspaces (flex office, co-working, total home office, partial home office—FO, CW, HOT, HOP) on job performance, job satisfaction, organizational performance, professional growth and development, social and professional relationships, and personal professional performance as well as on the overall level of work motivation. The empirical results revealed that these new types of workspaces are highly appreciated by employees, generating a growing interest among them. Partial home working, the mix between working from home and working in a company’s office, has been considered an optimal solution in increasing organizational performance, social and professional relationships, learning and personal development, and the overall level of work motivation. The results of the multiple correspondence analysis highlighted a medium level of flexibility among those Romanian employees interviewed, with only one third of them exhibiting high levels of flexibility. The empirical analysis of logistic regression analysis pointed out the role of functional flexibility, working time, and workspace flexibility along with the flexibility composite indicator in increasing the level of job satisfaction in employees. Therefore, if the challenge is to redesign the actual human resource management in order to include the concept of sustainability, attention needs to be on a combination of employee development-flexible time and flexible places, leading to an increase in both employee job satisfaction and organizational performance as important outcomes of sustainable HRM.","https://openalex.org/W3045815039","yes"
"Digital Economics","Avi Goldfarb, Catherine E. Tucker","2019","https://doi.org/10.1257/jel.20171452","article","Journal of Economic Literature","Digital technology is the representation of information in bits. This technology has reduced the cost of storage, computation, and transmission of data. Research on digital economics examines whether and how digital technology changes economic activity. In this review, we emphasize the reduction in five distinct economic costs associated with digital economic activity: search costs, replication costs, transportation costs, tracking costs, and verification costs. (JEL D24, D83, L86, O33, R41)","https://openalex.org/W4252846263","yes"
"Future of digital work: Challenges for sustainable human resources management","Marina Dabić, Jane Maley, Jadranka Švarc et al.","2023","https://doi.org/10.1016/j.jik.2023.100353","article","Journal of Innovation & Knowledge","This research aims to present a synopsis of four eminent theoretical concepts that scholars have expended to help understand how digitalisation has changed the workplace as we used to know it. The research is based on a conceptual approach. It aims to critically synthesise the relevant literature as the principal methodology for analysing work in the selected four research domains where the perspective on digital work is most controversial. The study shows two central chronicles that have emerged due to workplace digitalisation - utopian and dystopian perspectives. The research sheds light on controversial discourses regarding changing nature of work in the digital era, particularly concerning work polarisation, non-standard employment, unemployment and platform work. The study also provides guidelines for change that help minimise the dark side and harm to the worker of digitalisation by developing appropriate capabilities for the new digital environment.","https://openalex.org/W4324355173","yes"
"Higher Education Future in the Era of Digital Transformation","Mohammed Akour, Mamdouh Alenezi","2022","https://doi.org/10.3390/educsci12110784","article","Education Sciences","A significant number of educational stakeholders are concerned about the issue of digitalization in higher educational institutions (HEIs). Digital skills are becoming more pertinent throughout every context, particularly in the workplace. As a result, one of the key purposes for universities has shifted to preparing future managers to address issues and look for solutions, including information literacy as a vital set of skills. The research of educational technology advances in higher education is now being discussed and debated, with various laws, projects, and tactics being offered. Digital technology has been a part of the lives of today’s children from the moment they are born. There are still many different types of digital divisions that exist in our society, and they affect the younger generation and their digital futures. Today’s students do not have the same level of preparation for the technology-rich society they will have. Universities and teaching should go through a significant digital transformation to fulfill the demands of today’s generation and the fully digitized world they will be living in. The COVID-19 pandemic has quickly and unexpectedly compelled HEIs and the educational system to engage in such a shift. In this study, we investigate the digital transformation brought about by COVID-19 in the fundamental education of the younger generation. Additionally, the study investigates the various digital divides that have emerged and been reinforced, as well as the potential roadblocks that have been reported along the way. In this paper, the study suggests that research into information management must better address students, their increasingly digitalized everyday lives, and basic education as key focus areas.","https://openalex.org/W4308198419","yes"
"A sustainable University: Digital Transformation and Beyond","Mohamed Ashmel Mohamed Hashim, Issam Tlemsani, Robin Matthews","2022","https://doi.org/10.1007/s10639-022-10968-y","article","Education and Information Technologies","","https://openalex.org/W4220718371","yes"
"Industry 4.0 based sustainable circular economy approach for smart waste management system to achieve sustainable development goals: A case study of Indonesia","Yun Arifatul Fatimah, Kannan Govindan, Rochiyati Murniningsih et al.","2020","https://doi.org/10.1016/j.jclepro.2020.122263","article","Journal of Cleaner Production","","https://openalex.org/W3026378761","yes"
