title,authors,year,doi,type,source,abstract,openalex_id,open_access
"Skills and abilities to thrive in remote work: What have we learned","Jonn B. Henke, Samantha K. Jones, Tom O’Neill","2022","https://doi.org/10.3389/fpsyg.2022.893895","article","Frontiers in Psychology","The COVID-19 pandemic led to a rapid acceleration in the number of individuals engaging in remote work. This presented an opportunity to study individuals that were not voluntarily working remotely pre-pandemic and examine how they adapted and learned to achieve success in a remote work environment, at an organization that did not have substantial prior experience managing remote work. We used a semi-structured interview process to interview participants ( n = 59) who occupied both Individual Contributor and Leadership levels at an organization and broadly representative across several important demographic characteristics. We asked participants to discuss what factors at individual, team, and organizational levels contributed positively toward their remote work experience, which factors presented challenges to remote work, and what could be done to ensure success with remote work in the future. Interviews were analyzed utilizing a thematic analysis approach and summarized into common themes pertaining to factors that influence success in a remote working environment. Themes were used to identify specific skillsets particularly relevant to remote work that would benefit from training, as well as important organizational culture changes and policies needed to support remote workers and ensure their success. We present these and other findings in relation to current research and provide recommendations for practitioners.","https://openalex.org/W4313408444","yes"
"REMOTE WORK POLICIES FOR IT PROFESSIONALS: REVIEW OF CURRENT PRACTICES AND FUTURE TRENDS","Olufunke Olawale, Funmilayo Aribidesi Ajayi, Chioma Ann Udeh et al.","2024","https://doi.org/10.51594/ijmer.v6i4.1056","article","International Journal of Management & Entrepreneurship Research","This study investigates the dynamics of remote work in the Information Technology (IT) sector, focusing on best practices, challenges, and future implications. Through a systematic literature review and content analysis, the study explores the key objectives, methodology, findings, and conclusions regarding remote work policies and technologies in the IT industry. The main objectives of the study include synthesizing insights into best practices for remote work, examining the future landscape of IT remote work, providing strategic recommendations for enhancing remote work policies and technologies, and identifying directions for future research in remote work dynamics. Methodologically, the study employs a systematic approach, utilizing reputable academic databases and search strategies to identify relevant literature. Inclusion and exclusion criteria are established to ensure the rigor and relevance of the selected articles, which are then subjected to data analysis using content analysis techniques to identify recurring themes and insights. Key findings from the study highlight the importance of clear communication, technological support, trust, and work-life balance in remote work environments. Challenges such as cybersecurity risks, team cohesion, and equity concerns are also identified. However, the study also emphasizes the promises of remote work, including increased flexibility, productivity, and talent retention. Based on these findings, strategic recommendations are provided for enhancing remote work policies and technologies in the IT sector, including investing in cybersecurity measures, implementing comprehensive training programs, and leveraging emerging technologies. The study concludes by highlighting the need for continued research in understanding the long-term impacts of remote work and effectively managing remote teams to foster inclusive and sustainable work environments in the digital age. Keywords: Remote Work, Information Technology (IT) Sector, Diversity And Inclusion, Work-Life Balance.","https://openalex.org/W4395455953","yes"
"Job Satisfaction in Remote Work: The Role of Positive Spillover from Work to Family and Work–Life Balance","Elizabeth Emperatriz García-Salirrosas, Rafael Fernando Rondon-Eusebio, Luis Alberto Geraldo Campos et al.","2023","https://doi.org/10.3390/bs13110916","article","Behavioral Sciences","The objective of this research is to propose and validate a theoretical model that explains job satisfaction in remote work influenced by family-supportive supervisory behaviors (FSSBs) and, in addition, to evaluate the mediating role of work-to-family positive spillover (WFPS) and work-life balance (WLB) in this influence. A non-experimental cross-sectional study was conducted using a self-administered survey to a sample of 396 teleworkers in Lima, Peru. The hypothesized model was analyzed using PLS-SEM based structural equation modeling. The results show that FSSB has a direct effect on both job satisfaction in remote work and WFPS and WLB. In addition, it shows that WFPS and WLB have positive effects on job satisfaction in remote work. Also, the results show that WFPS and WLB have a mediating role in the influence of FSSB on job satisfaction in remote work. In conclusion, this study highlights the importance of supervisor behavior, positive work-to-family spillover, and work-life balance in remote workers' job satisfaction. It is suggested that companies adopt policies and practices that encourage work-life balance as well as a favorable supervisory environment.","https://openalex.org/W4388557149","yes"
"Shaping the textile women’s digital work sustainability by legislativeand taxation adjustments","Bosiljka Srebro, DRAGAN JANJUŠIĆ, Vesna Miletić et al.","2023","https://doi.org/10.35530/it.074.01.202262","article","Industria Textila","The objective of this study is to examine the relationships between factors connected to the capability aspects of the female working on the digital platform and the performance-sustainability of that employment. There are selected 3 groups of factors: first, professional learning and digital skills and capabilities of digital female workers; second, entrepreneurial learning and orientation as a personal and corporate precondition for successful work online on a platform, and third group of factors connected to the legal ecosystem issues, tax, social protection, and labour relations as important frameworks to digital work sustainability. The dependent variable is defined as females from textile and fashion design sub-sectors working online on the platform's sustainability, treated as performance. Empirical research with 396 female participants working online on platforms connected to the jobs, tasks, and freelancing from textile, fashion design, and other textile sub-sectors was provided in Serbia in 2022. They have by a five-level Likert scale evaluated the level of the factors and their 16 statements' impact on the dependent variable. All three independent variables do exhibit a positive relationship with the dependent one. The most significant influence has the professional and digital skills and capabilities of female workers or their corporations. The paper’s findings can serve to remind female digital workers that they cannot neglect the element of entrepreneurial capabilities and digital and professional skills in their digital activities. The results can be useful for the government to enforce consistent, dynamic, and adjusted taxation, social protection, incentives, and employment regulations for textile female digital workers and all others in boosting employment within new flexible patterns and technologies. The research is further shown relative to the SDGs on gender equality, digital divide issues, and pillars of social, economic, and environmental sustainability. The research model for this study was drawn from the literature on digitalization, work flexibility, institutional, financial and social theory and contributes to the current literature.","https://openalex.org/W4322726517","yes"
"Hybrid workers describe aspects that promote effectiveness, work engagement, work-life balance, and health","Ingela Eng, Michaela Tjernberg, Marie‐France Champoux‐Larsson","2024","https://doi.org/10.1080/23311908.2024.2362535","article","Cogent Psychology","While a significant number of employees want a hybrid workplace solution that combines onsite and remote work, many employers require their employees back to the conventional office. This discrepancy can partly depend on the prevailing knowledge gap regarding success factors for performance and work-life balance (WLB) in the hybrid work context. To fill this knowledge gap, we used a reflexive thematic analysis to explore the suggestions of success factors for collaboration, work-related health, and WLB in 33 hybrid workers. The success factors suggested by our participants were formed into four themes: (i) Combining onsite and remote work environments supports work effectiveness, (ii) Socialization and collaboration onsite and remotely promotes work engagement, (iii) Suitable ICT-solutions, digital maturity, and structured communication promote work engagement and effectiveness, and (iv) Workplace flexibility, empowerment, and personalized strategies promote work-related health and WLB. Overall, our results indicate that employees find that the hybrid work model can be optimal since it overcomes the shortcomings of onsite and remote work environments, respectively. Our results also suggest that a sustainable hybrid work-life can be achieved through a combination of common strategies at the organizational level and individual strategies at the personal level.","https://openalex.org/W4399888359","yes"
"Remote Work Support Needs of Employees with Autism Spectrum Disorder in Poland: Perspectives of Individuals with Autism and Their Coworkers","Michał T. Tomczak, Elias Mpofu, Nathan Hutson","2022","https://doi.org/10.3390/ijerph191710982","article","International Journal of Environmental Research and Public Health","BACKGROUND AND AIMS: With remote work becoming more common across industries, employees with autism may experience different work support needs from neurotypical peers. However, the specific remote work needs of this group of employees are underexplored in the literature. We aim to propose ways to assess workplace digital adaptation needs for individuals with autism and a framework for communicating these needs to employers. METHODS: = 4), about their remote work support needs. Participants responded to semi-structured interview questions identifying advantages and risk factors associated with remote work for this specific group of employees. RESULTS: Participants reported advantages of remote work, such as limiting sensory overload and intensive interpersonal contacts, indirect interpersonal communications, flexible work hours, and eliminating the need to travel to work. Participants also reported challenges of remote work, such as reducing wanted or helpful social contacts, engaging in direct electronic communications, limiting opportunities to learn from other employees, and managing work-life balance. CONCLUSION: These findings suggest a need for an autism-inclusive digitalized remote work design customized to the unique needs of employees on the autism spectrum. Business managers would be key partners in the design of autism-inclusive digitalized remote work systems. Additional research is needed with larger and more diverse samples of employees with autism.","https://openalex.org/W4294718926","yes"
"Challenges and problems of hybrid work: employees’ perspective","Karina Kiwert, Anna Walecka","2022","https://doi.org/10.33119/jmfs.2022.45.2","article","Journal of Management and Financial Sciences","Different work organisations function all over the world. The COVID-19 pandemic changed the perception of many employees concerning the concept of remote and hybrid work. Nowadays it seems to be the new normal, not only in the IT field. This paper aims to show the distinction between various work organisations and compare them in the context of work efficiency, focusing on in-company and remote work. The article also presents the problems of hybrid work. A study was conducted in the form of a survey. The study shows how remote work is perceived by the respondents, concerning its advantages, disadvantages, and working conditions.","https://openalex.org/W4322751398","yes"
"Sustaining Work Continuity through Hybrid Work Environments: Tracking Systems","Hajar Mahfoodh, Khaled Aleid, Abdulla Bahzad et al.","2021","https://doi.org/10.1109/3ict53449.2021.9581371","article","2021 International Conference on Innovation and Intelligence for Informatics, Computing, and Technologies (3ICT)","Work continuity is one of the most critical issues that have emerged due to the COVID-19 pandemic. The different public and private sectors have suffered from the consequent disruption, leading to numerous cases of work discontinuity. The pandemic experience is an example of a national crisis where sustaining work and duties comprise a serious challenge, but it has also introduced the concept of remote and hybrid working. This paper explores sustaining work continuity through hybrid work environments by analyzing the different challenges and threats that would lead to work discontinuities, including culture, technology, geography, focusing on the public sector experience in the Kingdom of Bahrain. It mainly questions the efficiency and quality of services provided by public sector institutions during the pandemic in addition to employees' satisfaction with the continuity of remote work as a permanent alternative to the traditional ways of in-person attendance. In order to deduce feasible and pragmatic solutions, the adopted methodology integrates two approaches to analyze data, which substantially relies on the Institute of Public Administration in Bahrain (BIPA) and other academic resources. First, the collected data is analyzed through the Design Thinking approach, and then the addressed problems and possible solutions are validated through two Delphi Protocol rounds. In terms of building hybrid environments, a model has been adopted based on looking into employee and customer satisfaction by extracting a number of indicators related to the sustainability of work continuity. The paper concludes with recommendations that would improve work continuity during and after crises through hybrid work systems and policies that would assure smooth work performance and effective internal and external communication.","https://openalex.org/W3213937107","no"
"Driving sustained work engagement: moderating role of leadership and organizational support for remote work","R. Deepa, J. Juvala Dharshini","2023","https://doi.org/10.1108/mrr-11-2022-0806","article","Management Research Review","Purpose This study aims to understand the impact of key resources on work engagement while working from home (WFH). Social support is divided into the support provided at home and leadership and organizational support (LOS) provided externally. Thus, the study contends that while WFH employees invest in internal resources, they seek validation, care and assurance from external resources. Previous studies' limitations were addressed by considering LOS as an external resource that strengthens the relationship between internal resources and work engagement. Design/methodology/approach Survey research ( n = 244) was undertaken, and the interaction effect between LOS and the other resources like flexibility, work support and the home environment was empirically validated using PROCESS macro. Findings The interaction effects between LOS and the internal resources were positive, which suggests that LOS helps mitigate the stress associated with remote working and results in positive work engagement. Originality/value The study delineates LOS as an external resource that augments the effect of internal resources on work engagement, which impacts work engagement. In research, significantly less effort has been expended on studying the effect of the home domain on work engagement, which was also the focus of this study. Future research can look at other factors that impact work engagement, especially in a remote work setting.","https://openalex.org/W4386422635","no"
"How Is Telework Experienced in Academia?","Linda Widar, Marina Heiden, Eva Boman et al.","2022","https://doi.org/10.3390/su14105745","article","Sustainability","An increasing number of academic institutions offer their staff the option to work from other places than the conventional office, i.e., telework. Academic teaching and research staff are recognized as some of the most frequent teleworkers, and this seems to affect their well-being, work performance, and recovery in different ways. This study aimed to investigate academics’ experiences and perceptions of telework within the academic context. For this, we interviewed 26 academics from different Swedish universities. Interviews were analyzed with a phenomenographic approach, which showed that telework was perceived as a natural part of academic work and a necessary resource for coping with, and recovering from, high work demands. Telework was mostly self-regulated but the opportunity could be determined by work tasks, professional culture, and management. Telework could facilitate the individual’s work but could contribute to challenges for the workgroup. Formal regulations of telework were considered a threat to academics’ work autonomy and to their possibility to cope with the high work demands. The findings provide insight into academics’ working conditions during teleworking, which may be important for maintaining a sustainable work environment when academic institutions offer telework options.","https://openalex.org/W4280601890","yes"
"How Conditions and Resources Connected to Digital Management Systems and Remote Work Are Associated with Sustainable Work","Andréa Eriksson, Lotta Dellve, Anna Williamsson et al.","2022","https://doi.org/10.3390/ijerph192315731","article","International Journal of Environmental Research and Public Health","The current state of work–life transformation will see more white-collar work being performed remotely using digital management systems. There is, however, a lack of research on factors and resources contributing to sustainable work when working remotely using digital management systems. The aim of this study was to study the conditions and resources connected to digital management systems and remote work, and their associations with sustainable work, in terms of process quality, trust, and sense of coherence, when working remotely during the COVID-19 pandemic. An analytical cross-sectional study was performed. Questionnaire data from white-collar employees (n = 484) in two private companies were analyzed with regression models, focusing on the importance of the conditions and resources connected to digital management systems and remote work, stratified by working from home or at the office. The results showed digital conditions and resources being associated with indicators of sustainable work. Furthermore, the results showed that social work relations were additional important explanatory factors for sustainable remote work. This study contributes to the development of a new post-pandemic work–life balance by concluding that sustainable remote work needs to be ensured by functional digital management systems and adequate leadership supporting the development of a positive team and learning climate.","https://openalex.org/W4311006477","yes"
"Work Flexibility, Job Satisfaction, and Job Performance among Romanian Employees—Implications for Sustainable Human Resource Management","Adriana AnaMaria Davidescu, Simona Andreea Apostu, Andreea Paul et al.","2020","https://doi.org/10.3390/su12156086","article","Sustainability","In light of future work challenges, actual human resource management (HRM) needs to be redesigned, including long-term development, regeneration, and renewal of human resources, passing from consuming to developing human resources by incorporating the concept of sustainability. Thus, sustainable HRM is seen as an extension of strategic human resources, presenting a new approach to human resource management. The labor market is constantly changing, atypical work acquiring a significant relevance, especially in these current times of coronavirus crisis restrictions. In Romania, promoting the law of teleworking transformed labor flexibility into a topic of interest, and became an increasingly vital requirement for employment and a motivating factor for Romanian employees. In such a context, this paper aims to investigate the link between employee development and worktime and workspace flexibility as relevant characteristics of sustainable HRM, job satisfaction and job performance among Romanian employees in order to identify how to redesign HRM in the face of “future work” challenges. Additionally, the paper aims to examine the impact of different types of flexibility—contractual, functional, working time, and workspace flexibility—in order to highlight the relevance of employee development and employee flexibility as important aspects of sustainable HRM in increasing the overall level of employee job satisfaction. In order to make this possible, an “employee flexibility composite indicator,” which takes into account different types of flexibility, has been developed using feedback from Romanian employees, which was gathered by a national representative survey using multiple correspondence analysis. Furthermore, the impact of both individual and employee flexibility on overall level of job satisfaction has been quantified using binary logistic regression models. Within the research, there is a particular focus on the impact of new types of workspaces (flex office, co-working, total home office, partial home office—FO, CW, HOT, HOP) on job performance, job satisfaction, organizational performance, professional growth and development, social and professional relationships, and personal professional performance as well as on the overall level of work motivation. The empirical results revealed that these new types of workspaces are highly appreciated by employees, generating a growing interest among them. Partial home working, the mix between working from home and working in a company’s office, has been considered an optimal solution in increasing organizational performance, social and professional relationships, learning and personal development, and the overall level of work motivation. The results of the multiple correspondence analysis highlighted a medium level of flexibility among those Romanian employees interviewed, with only one third of them exhibiting high levels of flexibility. The empirical analysis of logistic regression analysis pointed out the role of functional flexibility, working time, and workspace flexibility along with the flexibility composite indicator in increasing the level of job satisfaction in employees. Therefore, if the challenge is to redesign the actual human resource management in order to include the concept of sustainability, attention needs to be on a combination of employee development-flexible time and flexible places, leading to an increase in both employee job satisfaction and organizational performance as important outcomes of sustainable HRM.","https://openalex.org/W3045815039","yes"
"Energy, climate, and environmental sustainability of trend toward occupational-dependent hybrid work: Overview, research challenges, and outlook","Yanqiu Tao, Siming You, Jesse Zhu et al.","2024","https://doi.org/10.1016/j.jclepro.2024.141083","article","Journal of Cleaner Production","","https://openalex.org/W4391471263","yes"
"The challenges of hybrid work: an architectural sociology perspective","Kerstin Sailer, Matt Thomas, Rosica Pachilova","2023","https://doi.org/10.5334/bc.350","article","Buildings and Cities","An unwanted experiment of prolonged periods of working away from the office was forced on many societies by the COVID-19 pandemic. In the three years since the COVID outbreak, many organisations have shifted to hybrid work practices by mixing working from home with office-based work. Unsurprisingly, a plethora of both academic and grey literature has been published on hybrid work since 2020. This paper scans that literature in order to understand some of the most important questions emerging and compares these with the experience of a small sample of UK-based participants living and managing in this rapidly changing environment. Considering different disciplinary domains (human resources, management, architecture, real estate, technology), the literature in conjunction with the lived experience highlights real tensions surfacing between individual choices, worker wellbeing and organisational needs. Stuck in the middle of these perpetual conflicts are middle managers trying to make things work day-to-day. It is argued that the implications of hybrid work are potentially as profound as those of Taylorism in the early 20th century. Based on the foundations of architectural sociology, a holistic socio-spatial approach is proposed that responds to the rapidly changing world of work. Practice relevance Leaders of organisations need to pay attention to how profound are the changes imposed by hybrid work and to monitor their potential impacts. The dangers of not doing so are manifest as organisations run the risk of inadvertent discrimination and marginalisation, of creating siloes, of damaging their innovative capacity, and of burning out their employees. Middle managers are living with the tensions and conflicts caused by this revolution on a day-to-day basis. The changes in physical space and technology, although evident, are rarely quick or radical enough to strengthen the working practices already in place. Supporting the workforce by investing in these areas will help the transition to more effective hybrid work practices for everyone.","https://openalex.org/W4386106252","yes"
"Working in the 21st Century. The Coronavirus Crisis: A Driver of Digitalisation, Teleworking, and Innovation, with Unintended Social Consequences","Antonio López Peláez, Amaya Erro‐Garcés, Francisco Javier Pinilla García et al.","2021","https://doi.org/10.3390/info12090377","article","Information","(1) Background: This article seeks to shed a light on the innovation, digitalisation, and teleworking processes that have occurred because of the coronavirus crisis. (2) Methods: To this end, we analyse data from Eurostat (2020), the European Companies Survey (2013; 2019) and the Living, Working and COVID-19 Dataset (2020), the latter two gathered by Eurofound. (3) Results: Our main findings reveal that COVID-19 has accelerated a process of digitalisation that has produced relevant changes in labour relations and, consequently, in companies’ organisation. (4) Conclusions: In short, home confinement has had a profound impact on work and occupational risks.","https://openalex.org/W3199036270","yes"
"Gender, Race and Parenthood Impact Academic Productivity During the COVID-19 Pandemic: From Survey to Action","Fernanda Stanisçuaski, Lívia Kmetzsch, Rossana C. Soletti et al.","2021","https://doi.org/10.3389/fpsyg.2021.663252","article","Frontiers in Psychology","The coronavirus disease 2019 (COVID-19) pandemic is altering dynamics in academia, and people juggling remote work and domestic demands - including childcare - have felt impacts on their productivity. Female authors have faced a decrease in paper submission rates since the beginning of the pandemic period. The reasons for this decline in women's productivity need to be further investigated. Here, we analyzed the influence of gender, parenthood and race on academic productivity during the pandemic period based on a survey answered by 3,345 Brazilian academics from various knowledge areas and research institutions. Productivity was assessed by the ability to submit papers as planned and to meet deadlines during the initial period of social isolation in Brazil. The findings revealed that male academics - especially those without children - are the least affected group, whereas Black women and mothers are the most impacted groups. These impacts are likely a consequence of the well-known unequal division of domestic labor between men and women, which has been exacerbated during the pandemic. Additionally, our results highlight that racism strongly persists in academia, especially against Black women. The pandemic will have long-term effects on the career progression of the most affected groups. The results presented here are crucial for the development of actions and policies that aim to avoid further deepening the gender gap in academia.","https://openalex.org/W3160655769","yes"
"Implementing Remote Working Policy in Corporate Offices in Thailand: Strategic Facility Management Perspective","Waynika Tanpipat, Huey Wen Lim, Xiaomei Deng","2021","https://doi.org/10.3390/su13031284","article","Sustainability","There was a sudden shift in the way people work during the COVID-19 pandemic. To keep business continuity, many organizations have implemented a remote working policy for employees to work from home. Strategic facility management (FM) acted to support remote working policies by developing organizational norms in an organization. Meanwhile, the human resource (HR) department chose to achieve business performance while remote working by gaining job motivation among employees. However, there is limited understanding of how well organizations adapted to the remote working policy, and what are the critical factors affecting their remote work performance. The present study aimed to explore the effect of organizational norms on remote working, on remote work productivity, and organizational commitment among Thai employees. The study conducted an online questionnaire survey to a total of 414 Thai employees from various corporate offices. Hierarchical component modeling was applied and achieved a good model fit on the measurement and structural models. Results indicated that organizational norm has a significant effect on perceived productivity and organizational commitment, while sustaining work demand. Moreover, employees’ job motivation can sustain employees’ commitment to the organization in a remote working context. These findings proposed the strategic FM guide, through which a remote working policy can further enhance FM practice.","https://openalex.org/W3122900659","yes"
